Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
0.0,1354892,1,1354892.0,1354892.0,1354892,1354892,0.0,PushPop,:stage.preprocess:model.layers.0.self_attn.q_proj
0.0,1345965,1,1345965.0,1345965.0,1345965,1345965,0.0,PushPop,:stage.preprocess:model.layers.12.self_attn.q_proj
0.0,1343731,1,1343731.0,1343731.0,1343731,1343731,0.0,PushPop,:stage.preprocess:model.layers.7.self_attn.o_proj
0.0,1342077,1,1342077.0,1342077.0,1342077,1342077,0.0,PushPop,:stage.preprocess:model.layers.6.self_attn.q_proj
0.0,1251785,1,1251785.0,1251785.0,1251785,1251785,0.0,PushPop,:stage.preprocess:model.layers.15.mlp.down_proj
0.0,1232618,1,1232618.0,1232618.0,1232618,1232618,0.0,PushPop,:stage.preprocess:model.layers.15.mlp.up_proj
0.0,1202001,1,1202001.0,1202001.0,1202001,1202001,0.0,PushPop,:stage.preprocess:model.layers.10.self_attn.q_proj
0.0,1198152,1,1198152.0,1198152.0,1198152,1198152,0.0,PushPop,:stage.preprocess:model.layers.11.self_attn.o_proj
0.0,1169298,1,1169298.0,1169298.0,1169298,1169298,0.0,PushPop,:stage.preprocess:model.layers.9.self_attn.v_proj
0.0,1162706,1,1162706.0,1162706.0,1162706,1162706,0.0,PushPop,:stage.preprocess:model.layers.5.mlp.gate_proj
0.0,1153297,1,1153297.0,1153297.0,1153297,1153297,0.0,PushPop,:stage.preprocess:model.layers.7.mlp.down_proj
0.0,1152295,1,1152295.0,1152295.0,1152295,1152295,0.0,PushPop,:stage.preprocess:model.layers.5.mlp.up_proj
0.0,1100938,1,1100938.0,1100938.0,1100938,1100938,0.0,PushPop,:stage.preprocess:model.layers.7.self_attn.k_proj
0.0,1091380,1,1091380.0,1091380.0,1091380,1091380,0.0,PushPop,:stage.preprocess:model.layers.5.self_attn.k_proj
0.0,1071622,1,1071622.0,1071622.0,1071622,1071622,0.0,PushPop,:stage.preprocess:model.layers.11.mlp.down_proj
0.0,1067484,1,1067484.0,1067484.0,1067484,1067484,0.0,PushPop,:stage.preprocess:model.layers.2.mlp.gate_proj
0.0,1031535,1,1031535.0,1031535.0,1031535,1031535,0.0,PushPop,:stage.preprocess:model.layers.12.mlp.down_proj
0.0,1008412,1,1008412.0,1008412.0,1008412,1008412,0.0,PushPop,:stage.preprocess:model.layers.4.mlp.down_proj
0.0,967924,1,967924.0,967924.0,967924,967924,0.0,PushPop,:stage.preprocess:model.layers.8.mlp.up_proj
0.0,962564,1,962564.0,962564.0,962564,962564,0.0,PushPop,:stage.preprocess:model.layers.13.mlp.down_proj
0.0,929221,1,929221.0,929221.0,929221,929221,0.0,PushPop,:stage.preprocess:model.layers.10.mlp.up_proj
0.0,901358,1,901358.0,901358.0,901358,901358,0.0,PushPop,:stage.preprocess:model.layers.13.self_attn.v_proj
0.0,899494,1,899494.0,899494.0,899494,899494,0.0,PushPop,:stage.preprocess:model.layers.10.self_attn.o_proj
0.0,894635,1,894635.0,894635.0,894635,894635,0.0,PushPop,:stage.preprocess:model.layers.15.mlp.gate_proj
0.0,892320,1,892320.0,892320.0,892320,892320,0.0,PushPop,:stage.preprocess:model.layers.6.mlp.down_proj
0.0,886569,1,886569.0,886569.0,886569,886569,0.0,PushPop,:stage.preprocess:model.layers.7.self_attn.v_proj
0.0,860911,1,860911.0,860911.0,860911,860911,0.0,PushPop,:stage.preprocess:model.layers.14.self_attn.v_proj
0.0,841213,1,841213.0,841213.0,841213,841213,0.0,PushPop,:stage.preprocess:model.layers.9.self_attn.o_proj
0.0,831334,1,831334.0,831334.0,831334,831334,0.0,PushPop,:stage.preprocess:model.layers.11.mlp.gate_proj
0.0,810123,1,810123.0,810123.0,810123,810123,0.0,PushPop,:stage.preprocess:model.layers.11.mlp.up_proj
0.0,780336,1,780336.0,780336.0,780336,780336,0.0,PushPop,:stage.preprocess:model.layers.7.mlp.up_proj
0.0,759476,1,759476.0,759476.0,759476,759476,0.0,PushPop,:stage.preprocess:model.layers.2.self_attn.o_proj
0.0,747204,1,747204.0,747204.0,747204,747204,0.0,PushPop,:stage.preprocess:model.layers.9.self_attn.k_proj
0.0,740461,1,740461.0,740461.0,740461,740461,0.0,PushPop,:stage.preprocess:model.layers.3.self_attn.k_proj
0.0,732465,1,732465.0,732465.0,732465,732465,0.0,PushPop,:stage.preprocess:model.layers.8.mlp.gate_proj
0.0,727426,1,727426.0,727426.0,727426,727426,0.0,PushPop,:stage.preprocess:model.layers.13.mlp.up_proj
0.0,719982,1,719982.0,719982.0,719982,719982,0.0,PushPop,:stage.preprocess:model.layers.4.self_attn.k_proj
0.0,715703,1,715703.0,715703.0,715703,715703,0.0,PushPop,:stage.preprocess:model.layers.10.self_attn.v_proj
0.0,710284,1,710284.0,710284.0,710284,710284,0.0,PushPop,:stage.preprocess:model.layers.1.self_attn.k_proj
0.0,703821,1,703821.0,703821.0,703821,703821,0.0,PushPop,:stage.preprocess:model.layers.1.mlp.down_proj
0.0,698902,1,698902.0,698902.0,698902,698902,0.0,PushPop,:stage.preprocess:model.layers.4.mlp.up_proj
0.0,696307,1,696307.0,696307.0,696307,696307,0.0,PushPop,:stage.preprocess:model.layers.13.self_attn.k_proj
0.0,693432,1,693432.0,693432.0,693432,693432,0.0,PushPop,:stage.preprocess:model.layers.11.self_attn.k_proj
0.0,685907,1,685907.0,685907.0,685907,685907,0.0,PushPop,:stage.preprocess:model.layers.9.mlp.up_proj
0.0,679675,1,679675.0,679675.0,679675,679675,0.0,PushPop,:stage.preprocess:model.layers.3.self_attn.v_proj
0.0,677120,1,677120.0,677120.0,677120,677120,0.0,PushPop,:stage.preprocess:model.layers.0.self_attn.k_proj
0.0,675377,1,675377.0,675377.0,675377,675377,0.0,PushPop,:stage.preprocess:model.layers.6.self_attn.k_proj
0.0,671980,1,671980.0,671980.0,671980,671980,0.0,PushPop,:stage.preprocess:model.layers.1.mlp.up_proj
0.0,668213,1,668213.0,668213.0,668213,668213,0.0,PushPop,:stage.preprocess:model.layers.3.self_attn.o_proj
0.0,667822,1,667822.0,667822.0,667822,667822,0.0,PushPop,:stage.preprocess:model.layers.9.mlp.down_proj
0.0,652504,1,652504.0,652504.0,652504,652504,0.0,PushPop,:stage.preprocess:model.layers.15.self_attn.v_proj
0.0,644658,1,644658.0,644658.0,644658,644658,0.0,PushPop,:stage.preprocess:model.layers.9.mlp.gate_proj
0.0,643315,1,643315.0,643315.0,643315,643315,0.0,PushPop,:stage.preprocess:model.layers.12.self_attn.k_proj
0.0,638847,1,638847.0,638847.0,638847,638847,0.0,PushPop,:stage.preprocess:model.layers.6.mlp.gate_proj
0.0,634319,1,634319.0,634319.0,634319,634319,0.0,PushPop,:stage.preprocess:model.layers.8.self_attn.k_proj
0.0,626634,1,626634.0,626634.0,626634,626634,0.0,PushPop,:stage.preprocess:model.layers.6.self_attn.v_proj
0.0,624410,1,624410.0,624410.0,624410,624410,0.0,PushPop,:stage.preprocess:model.layers.8.self_attn.o_proj
0.0,621975,1,621975.0,621975.0,621975,621975,0.0,PushPop,:stage.preprocess:model.layers.6.mlp.up_proj
0.0,621664,1,621664.0,621664.0,621664,621664,0.0,PushPop,:stage.preprocess:model.layers.13.mlp.gate_proj
0.0,616695,1,616695.0,616695.0,616695,616695,0.0,PushPop,:stage.preprocess:model.layers.0.self_attn.v_proj
0.0,616214,1,616214.0,616214.0,616214,616214,0.0,PushPop,:stage.preprocess:model.layers.10.self_attn.k_proj
0.0,610403,1,610403.0,610403.0,610403,610403,0.0,PushPop,:stage.preprocess:model.layers.8.self_attn.v_proj
0.0,607668,1,607668.0,607668.0,607668,607668,0.0,PushPop,:stage.preprocess:model.layers.0.self_attn.o_proj
0.0,602477,1,602477.0,602477.0,602477,602477,0.0,PushPop,:stage.preprocess:model.layers.0.mlp.gate_proj
0.0,598621,1,598621.0,598621.0,598621,598621,0.0,PushPop,:stage.preprocess:model.layers.12.self_attn.v_proj
0.0,597588,1,597588.0,597588.0,597588,597588,0.0,PushPop,:stage.preprocess:model.layers.6.self_attn.o_proj
0.0,596477,1,596477.0,596477.0,596477,596477,0.0,PushPop,:stage.preprocess:model.layers.10.mlp.gate_proj
0.0,595514,1,595514.0,595514.0,595514,595514,0.0,PushPop,:stage.preprocess:model.layers.0.mlp.up_proj
0.0,591337,1,591337.0,591337.0,591337,591337,0.0,PushPop,:stage.preprocess:model.layers.12.self_attn.o_proj
0.0,590866,1,590866.0,590866.0,590866,590866,0.0,PushPop,:stage.preprocess:model.layers.8.mlp.down_proj
0.0,570537,1,570537.0,570537.0,570537,570537,0.0,PushPop,:stage.preprocess:model.layers.0.mlp.down_proj
0.0,208477,1,208477.0,208477.0,208477,208477,0.0,PushPop,:stage.finalize
0.0,17183,1,17183.0,17183.0,17183,17183,0.0,PushPop,:stage.prepare_module_granular_replay
