==PROF== Connected to process 328322 (/root/python-gil0/cpython-3.14.7+freethreaded-linux-x86_64-gnu/bin/python3.14t)
==PROF== Connected to process 328672 (/root/python-gil0/cpython-3.14.7+freethreaded-linux-x86_64-gnu/bin/python3.14t)
==PROF== Disconnected from process 328672
==PROF== Disconnected from process 328322
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.86",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.22",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Compute Workload Analysis","Issue Slots Busy","%","5.41",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.86",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Compute Workload Analysis","SM Busy","%","6.23",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","OPT","All compute pipelines are under-utilized. Either this workload is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.","local","93.77"
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Scheduler Statistics","One or More Eligible","%","21.59",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.22",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Scheduler Statistics","No Eligible","%","78.41",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Scheduler Statistics","Active Warps Per Scheduler","warp","1",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Scheduler Statistics","Eligible Warps Per Scheduler","warp","0.22",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this workload each scheduler only issues an instruction every 4.6 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 16 warps per scheduler, this workload allocates an average of 1.00 active warps per scheduler, but only an average of 0.22 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, reduce the time the active warps are stalled by inspecting the top stall reasons on the Warp State Statistics and Source Counters sections.","local","78.41"
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","4.63",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","4.63",
"0","328322","python3.14t","127.0.0.1","_gemm","1","7","(128, 1, 1)","(1, 32, 1)","0","8.0","Warp State Statistics","Avg. Active Threads Per Warp","","32",
